id,rule_id,name,lang,severity,category,message,yaml_content,enabled,created_at
apex.lang.security.ncino.endpoints.NamedCredentialsConstantMatch,apex.lang.security.ncino.endpoints.NamedCredentialsConstantMatch,NamedCredentialsConstantMatch,apex,error,lang,"Named Credentials (and callout endpoints) should be used instead of hard-coding credentials. 1. Hard-coded credentials are hard to maintain when mixed in with application code. 2. It is particularly hard to update hard-coded credentials when they are used amongst different classes. 3. Granting a developer access to the codebase means granting knowledge of credentials, and thus keeping a two-level access is not possible. 4. Using different credentials for different environments is troublesome and error-prone. pattern-sources:","rules:
  - id: named-credentials-constant-match
    min-version: 1.44.0
    mode: taint
    severity: ERROR
    languages:
      - apex
    metadata:
      cwe:
      - 'CWE-540: Inclusion of Sensitive Information in Source Code'
      impact: HIGH
      likelihood: LOW
      confidence: HIGH
      category: security
      subcategory:
      - vuln
      technology:
      - salesforce
      references:
      - https://cwe.mitre.org/data/definitions/540.html
    message: >-
      Named Credentials (and callout endpoints) should be used instead of hard-coding credentials.
      1. Hard-coded credentials are hard to maintain when mixed in with application code.
      2. It is particularly hard to update hard-coded credentials when they are used amongst different classes.
      3. Granting a developer access to the codebase means granting knowledge of credentials, and thus keeping a two-level access is not possible.
      4. Using different credentials for different environments is troublesome and error-prone.
    pattern-sources:
      - pattern: ...String $X = 'Authorization';
    pattern-sinks:
      - patterns:
        - pattern: req.setHeader($X, ...);
        - focus-metavariable: $X
",t,2026-04-21 13:30:36.635309-06
apex.lang.security.ncino.endpoints.NamedCredentialsStringMatch,apex.lang.security.ncino.endpoints.NamedCredentialsStringMatch,NamedCredentialsStringMatch,apex,error,lang,"Named Credentials (and callout endpoints) should be used instead of hard-coding credentials. 1. Hard-coded credentials are hard to maintain when mixed in with application code. 2. It is particularly hard to update hard-coded credentials when they are used amongst different classes. 3. Granting a developer access to the codebase means granting knowledge of credentials, and thus keeping a two-level access is not possible. 4. Using different credentials for different environments is troublesome and error-prone.","rules:
  - id: named-credentials-string-match
    min-version: 1.44.0
    severity: ERROR
    languages:
      - apex
    metadata:
      cwe:
      - 'CWE-540: Inclusion of Sensitive Information in Source Code'
      impact: HIGH
      likelihood: LOW
      confidence: HIGH
      category: security
      subcategory:
      - vuln
      technology:
      - salesforce
      references:
      - https://cwe.mitre.org/data/definitions/540.html
    message: >-
      Named Credentials (and callout endpoints) should be used instead of hard-coding credentials.
      1. Hard-coded credentials are hard to maintain when mixed in with application code.
      2. It is particularly hard to update hard-coded credentials when they are used amongst different classes.
      3. Granting a developer access to the codebase means granting knowledge of credentials, and thus keeping a two-level access is not possible.
      4. Using different credentials for different environments is troublesome and error-prone.
    pattern: $REQUEST.setHeader('Authorization', $AUTHSTRING);
",t,2026-04-21 13:30:36.635309-06
apex.lang.security.ncino.injection.ApexSOQLInjectionUnescapedParam,apex.lang.security.ncino.injection.ApexSOQLInjectionUnescapedParam,ApexSOQLInjectionUnescapedParam,apex,error,lang,"If a dynamic query must be used,leverage nFORCE Query Builder. In other programming languages, the related flaw is known as SQL injection. Apex doesn't use SQL, but uses its own database query language, SOQL. SOQL is much simpler and more limited in functionality than SQL. The risks are much lower for SOQL injection than for SQL injection, but the attacks are nearly identical to traditional SQL injection. SQL/SOQL injection takes user-supplied input and uses those values in a dynamic SOQL query. If the input isn't validated, it can include SOQL commands that effectively modify the SOQL statement and trick the application into performing unintended commands. pattern-sources:","rules:
  - id: soql-injection-unescaped-param
    min-version: 1.44.0
    mode: taint
    severity: ERROR
    languages:
      - apex
    metadata:
      category: security
      subcategory:
      - vuln
      technology:
      - salesforce
      cwe:
      - 'CWE-943: Improper Neutralization of Special Elements in Data Query Logic'
      owasp:
      - A03:2021 - Injection
      references:
      - https://cwe.mitre.org/data/definitions/943.html
      impact: HIGH
      likelihood: HIGH
      confidence: HIGH
    message: >-
      If a dynamic query must be used,leverage nFORCE Query Builder.
      In other programming languages, the related flaw is known as SQL injection.
      Apex doesn't use SQL, but uses its own database query language, SOQL. SOQL is
      much simpler and more limited in functionality than SQL. The risks are much
      lower for SOQL injection than for SQL injection, but the attacks are nearly
      identical to traditional SQL injection. SQL/SOQL injection takes user-supplied
      input and uses those values in a dynamic SOQL query. If the input isn't validated,
      it can include SOQL commands that effectively modify the SOQL statement and trick
      the application into performing unintended commands.
    pattern-sources:
      - by-side-effect: true
        patterns:
          - pattern: $M(...,String $P,...) { ... }
          - focus-metavariable: $P
    pattern-sanitizers:
      - pattern-either:
        - pattern: String.escapeSingleQuotes($P)
        - pattern: Database.query(<... String.escapeSingleQuotes($P) ...>)
    pattern-sinks:
      - pattern: Database.query(<... $P ...>)
",t,2026-04-21 13:30:36.635309-06
apex.lang.security.ncino.sharing.SpecifySharingLevel,apex.lang.security.ncino.sharing.SpecifySharingLevel,SpecifySharingLevel,apex,warning,lang,Every Apex class should have an explicit sharing mode declared. Use the `with sharing` or `without sharing` keywords on a class to specify whether sharing rules must be enforced. Use the `inherited sharing` keyword on an Apex class to run the class in the sharing mode of the class that called it.,"rules:
  - id: specify-sharing-level
    min-version: 1.44.0
    severity: WARNING
    languages:
      - apex
    metadata:
      cwe:
      - 'CWE-284: Improper Access Control'
      owasp:
      - A04:2021 - Insecure Design
      references:
      - https://developer.salesforce.com/docs/atlas.en-us.apexcode.meta/apexcode/apex_classes_keywords_sharing.htm
      - https://cwe.mitre.org/data/definitions/284.html
      - https://owasp.org/Top10/A04_2021-Insecure_Design/
      category: security
      subcategory:
      - vuln
      technology:
      - salesforce
      impact: MEDIUM
      likelihood: MEDIUM
      confidence: HIGH
    message: >-
        Every Apex class should have an explicit sharing mode declared. Use the `with sharing`
        or `without sharing` keywords on a class to specify whether sharing rules must be enforced.
        Use the `inherited sharing` keyword on an Apex class to run the class in the sharing mode
        of the class that called it.
    patterns:
      - pattern-regex: (private|public|global).*\s(class)\s.*[{]
      - pattern-not-regex: (private|public|global).*[with|without|inherited]\s[sharing].*\s(class)\s.*[{]
      - pattern-not-regex: (private|public|global).*\s(class)\s.*(extends)\s(Exception).*[{]
",t,2026-04-21 13:30:36.635309-06
apex.lang.security.ncino.system.SystemDebug,apex.lang.security.ncino.system.SystemDebug,SystemDebug,apex,warning,lang,"In addition to debug statements potentially logging data excessively, debug statements also contribute to longer transactions and consume Apex CPU time even when debug logs are not being captured.","rules:
  - id: system-debug
    min-version: 1.44.0
    severity: WARNING
    languages:
      - apex
    metadata:
      cwe:
      - 'CWE-489: Active Debug Code'
      - 'CWE-779: Logging of Excessive Data'
      category: security
      subcategory:
      - vuln
      technology:
      - vuln
      references:
      - https://cwe.mitre.org/data/definitions/489.html
      - https://cwe.mitre.org/data/definitions/779.html
      impact: MEDIUM
      likelihood: LOW
      confidence: HIGH
    message: >-
      In addition to debug statements potentially logging data excessively, debug statements
      also contribute to longer transactions and consume Apex CPU time even when debug logs
      are not being captured.
    pattern: System.debug(...)
    paths:
      exclude:
        - ""*Test*""
        - ""*test*""
",t,2026-04-21 13:30:36.635309-06
bash.curl.security.curl-eval,bash.curl.security.curl-eval,Curl Eval,bash,warning,curl,Data is being eval'd from a `curl` command. An attacker with control of the server in the `curl`,"rules:
- id: curl-eval
  severity: WARNING
  languages:
  - bash
  message: Data is being eval'd from a `curl` command. An attacker with control of the server in the `curl`
    command could inject malicious code into the `eval`, resulting in a system comrpomise. Avoid eval'ing
    untrusted data if you can. If you must do this, consider checking the SHA sum of the content returned
    by the server to verify its integrity.
  metadata:
    owasp:
    - A03:2021 - Injection
    cwe:
    - ""CWE-95: Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')""
    category: security
    technology:
    - bash
    - curl
    confidence: MEDIUM
    references:
    - https://owasp.org/Top10/A03_2021-Injection
    subcategory:
    - vuln
    likelihood: MEDIUM
    impact: MEDIUM
  mode: taint
  pattern-sources:
  - pattern: |
      $(curl ...)
  - pattern: |
      `curl ...`
  pattern-sinks:
  - pattern: eval ...
",t,2026-04-21 13:30:36.635309-06
bash.curl.security.curl-pipe-bash,bash.curl.security.curl-pipe-bash,Curl Pipe Bash,bash,warning,curl,"Data is being piped into `bash` from a `curl` command. An attacker with control of the server in the `curl` command could inject malicious code into the pipe, resulting in a system compromise. Avoid piping untrusted data into `bash` or any other shell if you can. If you must do this, consider checking the SHA sum of the content returned by the server to verify its integrity.","rules:
- id: curl-pipe-bash
  languages: [bash]
  severity: WARNING
  message: >-
    Data is being piped into `bash` from a `curl` command. An attacker with control of the server
    in the `curl` command could inject malicious code into the pipe, resulting in a
    system compromise. Avoid piping untrusted data into `bash` or any other shell if you can.
    If you must do this, consider checking the SHA sum of the content returned by the server to verify
    its
    integrity.
  metadata:
    owasp:
    - A03:2021 - Injection
    cwe:
    - ""CWE-95: Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')""
    category: security
    technology:
    - bash
    - curl
    confidence: LOW
    references:
    - https://owasp.org/Top10/A03_2021-Injection
    subcategory:
    - audit
    likelihood: LOW
    impact: LOW
  patterns:
    - pattern-either:
        - pattern: curl ... | ... bash ...
        - pattern: curl ... | ... /bin/bash ...
        - pattern: ... bash <(curl ...)
        - pattern: ... /bin/bash <(curl ...)
        - pattern: ... bash -c ""$(curl ...)""
        - pattern: ... /bin/bash -c ""$(curl ...)""
",t,2026-04-21 13:30:36.635309-06
bash.lang.best-practice.useless-cat,bash.lang.best-practice.useless-cat,Useless Cat,bash,warning,lang,Useless call to 'cat' in a pipeline. Use '<' and '>' for any command to read from a file or write to a file.,"rules:
- id: useless-cat
  pattern-either:
  - pattern: |
      cat | ...
  - patterns:
    - pattern: |
        cat $ARG | ...
    - pattern-not: |
        cat ${$SEVERAL_FILES} | ...
  - pattern: |
      ... | cat
  - pattern: |
      ... | cat | ...
  # TODO: autofix, once we support $...ARGS
  message: >-
    Useless call to 'cat' in a pipeline. Use '<' and '>' for any command
    to read from a file or write to a file.
  metadata:
    references:
    - https://github.com/koalaman/shellcheck/wiki/SC2002
    category: best-practice
    technology:
    - bash
  severity: WARNING
  languages:
  - bash
",t,2026-04-21 13:30:36.635309-06
bash.lang.correctness.unquoted-expansion,bash.lang.correctness.unquoted-expansion,Unquoted Expansion,bash,info,lang,"Variable expansions must be double-quoted so as to prevent being split into multiple pieces according to whitespace or whichever separator is specified by the IFS variable. If you really wish to split the variable's contents, you may use a variable that starts with an underscore e.g. $_X instead of $X, and semgrep will ignore it. If what you need is an array, consider using a proper bash array.","rules:
  - id: unquoted-variable-expansion-in-command
    languages: [bash]
    severity: INFO
    message: >-
      Variable expansions must be double-quoted so as to prevent
      being split into multiple pieces according to whitespace or
      whichever separator is specified by the IFS variable.
      If you really wish to split the variable's contents,
      you may use a variable that starts with an underscore e.g.
      $_X instead of $X, and semgrep will ignore it. If what you need
      is an array, consider using a proper bash array.
    metadata:
      category: correctness
      technology:
        - bash
    patterns:
      - pattern-either:
          # This is subtle (and not great): ...${$VAR}... is a concatenation,
          # which is interpreted as concatenate(..., expand($VAR), ...)
          # and won't match a simple variable expansion.
          # This is why we need two patterns below.
          - pattern: |
              ... ${$VAR} ...
          - pattern: |
              ... ...${$VAR}... ...
      - metavariable-regex:
          metavariable:
            $VAR
            # generally safe: $# $? $$ $! $-
            # unsafe: $* $@ $0 $15 $_ $foo $FOO
            # unsafe but tolerated: $_foo $_FOO $_42
          regex: ""[*@0-9]|[A-Za-z].*""

  - id: unquoted-command-substitution-in-command
    languages: [bash]
    severity: INFO
    message: >-
      The result of command substitution $(...) or `...`, if unquoted,
      is split on whitespace or other separators specified by the IFS
      variable. You should surround it with double quotes to avoid
      splitting the result.
    metadata:
      category: correctness
      technology:
        - bash
    patterns:
      - pattern-either:
          - pattern: |
              ... $(...) ...
          - pattern: |
              ... ...$(...)... ...
      - pattern-regex: |
          .*(\$\([^\(]|`).+([^\)]\)|`).*
",t,2026-04-21 13:30:36.635309-06
bash.lang.security.ifs-tampering,bash.lang.security.ifs-tampering,Ifs Tampering,bash,warning,lang,"The special variable IFS affects how splitting takes place when expanding unquoted variables. Don't set it globally. Prefer a dedicated utility such as 'cut' or 'awk' if you need to split input data. If you must use 'read', set IFS locally using e.g. 'IFS="","" read -a my_array'.","rules:
- id: ifs-tampering
  languages: [bash]
  severity: WARNING
  message: >-
    The special variable IFS affects how splitting takes place when
    expanding unquoted variables. Don't set it globally.
    Prefer a dedicated utility such as 'cut' or 'awk' if you need to split
    input data. If you must use 'read', set IFS locally using e.g.
    'IFS="","" read -a my_array'.
  pattern: IFS=...
  metadata:
    cwe:
    - 'CWE-20: Improper Input Validation'
    category: security
    technology:
    - bash
    confidence: LOW
    owasp:
    - A03:2021 - Injection
    references:
    - https://owasp.org/Top10/A03_2021-Injection
    cwe2022-top25: true
    cwe2021-top25: true
    subcategory:
    - audit
    likelihood: LOW
    impact: LOW
",t,2026-04-21 13:30:36.635309-06
c.lang.correctness.c-string-equality,c.lang.correctness.c-string-equality,C String Equality,c,error,lang,"Using == on char* performs pointer comparison, use strcmp instead","rules:
  - id: c-string-equality
    patterns:
      - pattern: (char *$X) == (char *$Y)
      - metavariable-comparison:
          metavariable: $X
          comparison: $X != 0
      - metavariable-comparison:
          metavariable: $Y
          comparison: $Y != 0
    message: Using == on char* performs pointer comparison, use strcmp instead
    fix: strcmp($X, $Y) == 0
    languages: [c]
    severity: ERROR
    metadata:
      category: correctness
      technology:
        - c
",t,2026-04-21 13:30:36.635309-06
c.lang.correctness.goto-fail,c.lang.correctness.goto-fail,Goto Fail,c,warning,lang,The second goto statement will always be executed.,"rules:
  - id: double_goto
    pattern: |
      if ($COND)
        goto $FAIL;
        goto $FAIL;
    message: The second goto statement will always be executed.
    languages: [c]
    severity: WARNING
    metadata:
      category: correctness
      technology:
        - c
",t,2026-04-21 13:30:36.635309-06
c.lang.correctness.incorrect-use-ato-fn,c.lang.correctness.incorrect-use-ato-fn,Incorrect Use Ato Fn,c,warning,lang,"Avoid the 'ato*()' family of functions. Their use can lead to undefined behavior, integer overflows, and lack of appropriate error handling. Instead prefer the 'strtol*()' family of functions.","rules:
  - id: incorrect-use-ato-fn
    pattern-either:
      - pattern: atoi(...)
      - pattern: atol(...)
      - pattern: atoll(...)
    message: >-
      Avoid the 'ato*()' family of functions. Their use can lead to undefined
      behavior, integer overflows, and lack of appropriate error handling. Instead
      prefer the 'strtol*()' family of functions.
    metadata:
      references:
        - https://stackoverflow.com/q/38393162
        - https://stackoverflow.com/q/14176123
      category: correctness
      technology:
        - c
    languages: [c]
    severity: WARNING
",t,2026-04-21 13:30:36.635309-06
c.lang.correctness.incorrect-use-sscanf-fn,c.lang.correctness.incorrect-use-sscanf-fn,Incorrect Use Sscanf Fn,c,warning,lang,"Avoid 'sscanf()' for number conversions. Its use can lead to undefined behavior, slow processing, and integer overflows. Instead prefer the 'strto*()' family of functions.","rules:
  - id: incorrect-use-sscanf-fn
    patterns:
      - pattern: sscanf($STR, $FMT, $PTR);
      - metavariable-regex:
          metavariable: $FMT
          regex: '""%(l{0,2}|L)([fegEa]|[dDiouxX])""'
    message: >-
      Avoid 'sscanf()' for number conversions. Its use can lead to undefined
      behavior, slow processing, and integer overflows. Instead prefer the
      'strto*()' family of functions.
    metadata:
      references:
        - https://stackoverflow.com/q/22865622
        - https://stackoverflow.com/q/7021725
        - https://www.mattkeeter.com/blog/2021-03-01-happen/
      category: correctness
      technology:
        - c
    languages: [c]
    severity: WARNING
",t,2026-04-21 13:30:36.635309-06
c.lang.security.double-free,c.lang.security.double-free,Double Free,c,error,lang,Variable '$VAR' was freed twice. This can lead to undefined behavior.,"rules:
- id: double-free
  patterns:
  - pattern-not: |
      free($VAR);
      ...
      $VAR = NULL;
      ...
      free($VAR);
  - pattern-not: |
      free($VAR);
      ...
      $VAR = malloc(...);
      ...
      free($VAR);
  - pattern-inside: |
      free($VAR);
      ...
      $FREE($VAR);
  - metavariable-pattern:
      metavariable: $FREE
      pattern: free
  - focus-metavariable: $FREE
  message: >-
    Variable '$VAR' was freed twice. This can lead to undefined behavior.
  metadata:
    cwe:
    - 'CWE-415: Double Free'
    owasp:
    - A03:2021 - Injection
    - A01:2017 - Injection
    references:
    - https://cwe.mitre.org/data/definitions/415.html
    - https://owasp.org/www-community/vulnerabilities/Doubly_freeing_memory
    category: security
    technology:
    - c
    confidence: LOW
    subcategory:
    - vuln
    likelihood: LOW
    impact: HIGH
  languages: [c]
  severity: ERROR
",t,2026-04-21 13:30:36.635309-06
c.lang.security.function-use-after-free,c.lang.security.function-use-after-free,Function Use After Free,c,warning,lang,Variable '$VAR' was passed to a function after being freed. This can lead to undefined behavior.,"rules:
  - id: function-use-after-free
    patterns:
      - pattern-either:
        - pattern: $FUNC(..., <... $VAR ...>, ...)
        - pattern: $FUNC(..., <... $VAR->$ACCESSOR ...>, ...)
        - pattern: $FUNC(..., <... (*$VAR).$ACCESSOR ...>, ...)
        - pattern: $FUNC(..., <... $VAR[$NUM] ...>, ...)
      - metavariable-regex:
          metavariable: $FUNC
          regex: (?!^free$)
      - pattern-inside:
          free($VAR);
          ...
      - pattern-not-inside:
          free($VAR);
          ...
          $VAR = NULL;
          ...
      - pattern-not-inside:
          free($VAR);
          ...
          $VAR = malloc(...);
          ...
    message: Variable '$VAR' was passed to a function after being freed. This can lead to undefined behavior.
    metadata:
      cwe:
        - ""CWE-416: Use After Free""
      references:
        - https://cwe.mitre.org/data/definitions/416.html
        - https://ctf-wiki.github.io/ctf-wiki/pwn/linux/glibc-heap/use_after_free/
      category: security
      technology:
        - c
      confidence: LOW
      cwe2022-top25: true
      cwe2021-top25: true
      subcategory:
        - vuln
      likelihood: LOW
      impact: HIGH
    languages:
      - c
    severity: WARNING
",t,2026-04-21 13:30:36.635309-06
c.lang.security.info-leak-on-non-formatted-string,c.lang.security.info-leak-on-non-formatted-string,Info Leak On Non Formatted String,c,warning,lang,"Use %s, %d, %c... to format your variables, otherwise this could leak information.","rules:
- id: info-leak-on-non-formated-string
  message: >-
    Use %s, %d, %c... to format your variables, otherwise this could leak information.
  metadata:
    cwe:
    - 'CWE-532: Insertion of Sensitive Information into Log File'
    references:
    - http://nebelwelt.net/files/13PPREW.pdf
    category: security
    technology:
    - c
    confidence: LOW
    owasp:
    - A09:2021 - Security Logging and Monitoring Failures
    subcategory:
    - audit
    likelihood: LOW
    impact: MEDIUM
  languages: [c]
  severity: WARNING
  pattern: printf(argv[$NUM]);
",t,2026-04-21 13:30:36.635309-06
c.lang.security.insecure-use-gets-fn,c.lang.security.insecure-use-gets-fn,Insecure Use Gets Fn,c,error,lang,Avoid 'gets()'. This function does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' or 'gets_s()' instead.,"rules:
- id: insecure-use-gets-fn
  pattern: gets(...)
  message: >-
    Avoid 'gets()'. This function does not consider buffer boundaries and can lead
    to buffer overflows. Use 'fgets()' or 'gets_s()' instead.
  metadata:
    cwe:
    - 'CWE-676: Use of Potentially Dangerous Function'
    references:
    - https://us-cert.cisa.gov/bsi/articles/knowledge/coding-practices/fgets-and-gets_s
    category: security
    technology:
    - c
    confidence: MEDIUM
    subcategory:
    - audit
    likelihood: LOW
    impact: HIGH
  languages: [c]
  severity: ERROR
",t,2026-04-21 13:30:36.635309-06
